GNGGA,000001.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000002.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000003.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000004.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000005.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000006.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000007.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000008.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145146.000,3030.319138,N,11423.635916,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145147.000,3030.318650,N,11423.636794,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145148.000,3030.319361,N,11423.636793,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145149.000,3030.319479,N,11423.635180,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145150.000,3030.318670,N,11423.636207,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145151.000,3030.319249,N,11423.636452,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145152.000,3030.317805,N,11423.635294,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145153.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145154.000,3030.317700,N,11423.635738,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145155.000,3030.317658,N,11423.636304,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145156.000,3030.319466,N,11423.636156,E,1,00,0.000,0.000,M,0,M,,
