GNGGA,000001.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000002.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000003.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000004.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000005.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000006.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000007.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000008.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000009.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,000010.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145601.000,3030.319580,N,11423.636012,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145602.000,3030.318655,N,11423.635571,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145603.000,3030.318219,N,11423.636414,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145604.000,3030.317878,N,11423.635320,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145605.000,3030.318223,N,11423.636978,E,1,00,0.000,0.000,M,0,M,,
GNGGA,145606.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145607.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145608.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145609.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145610.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145611.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145612.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145613.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145614.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145615.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145616.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
GNGGA,145617.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,
