$GNGGA,000001.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5C
$GNGGA,000002.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5F
$GNGGA,000003.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5E
$GNGGA,000004.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*59
$GNGGA,000005.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*58
$GNGGA,000006.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5B
$GNGGA,000007.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5A
$GNGGA,000008.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*55
$GNGGA,000009.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*54
$GNGGA,000010.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5C
$GNGGA,162019.000,3030.319146,N,11423.635904,E,1,00,0.000,0.000,M,0,M,,*61
$GNGGA,162020.000,3030.317662,N,11423.636705,E,1,00,0.000,0.000,M,0,M,,*68
$GNGGA,162021.000,3030.317598,N,11423.636634,E,1,00,0.000,0.000,M,0,M,,*6C
$GNGGA,162022.000,3030.317778,N,11423.636750,E,1,00,0.000,0.000,M,0,M,,*60
$GNGGA,162023.000,3030.319446,N,11423.635915,E,1,00,0.000,0.000,M,0,M,,*6D
$GNGGA,162024.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5E
$GNGGA,162025.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5F
$GNGGA,162026.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5C
$GNGGA,162027.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5D
$GNGGA,162028.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*52
$GNGGA,162029.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*53
$GNGGA,162030.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5B
$GNGGA,162031.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*5A
$GNGGA,162032.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*59
$GNGGA,162033.000,0000.000000,N,00000.000000,E,,00,0.000,0.000,M,0,M,,*58
