GNGGA,020051.922,3030.318814,N,11423.645688,E,1,05,6.941,-1.077,M,0,M,,
GNGGA,020052.672,3030.312123,N,11423.637114,E,1,05,6.939,-1.165,M,0,M,,
GNGGA,020053.422,3030.312951,N,11423.638678,E,1,05,6.936,-1.256,M,0,M,,
GNGGA,020054.172,3030.316216,N,11423.647153,E,1,06,5.434,-1.364,M,0,M,,
GNGGA,020055.000,3030.316438,N,11423.649566,E,1,06,5.434,-1.436,M,0,M,,
GNGGA,020056.000,3030.317502,N,11423.650202,E,1,06,5.434,-1.473,M,0,M,,
GNGGA,020057.000,3030.315526,N,11423.643295,E,1,06,5.434,-1.488,M,0,M,,
GNGGA,020058.000,3030.318150,N,11423.645382,E,1,07,3.021,-1.411,M,0,M,,
GNGGA,020059.000,3030.318738,N,11423.644230,E,1,07,3.020,-1.323,M,0,M,,
GNGGA,020100.000,3030.318003,N,11423.640902,E,1,07,3.020,-1.197,M,0,M,,
GNGGA,020132.867,3030.315009,N,11423.624290,E,1,05,8.425,-1.514,M,0,M,,
GNGGA,020133.617,3030.319572,N,11423.622938,E,1,05,8.428,-1.523,M,0,M,,
GNGGA,020134.367,3030.319398,N,11423.624044,E,1,05,8.432,-1.539,M,0,M,,
GNGGA,020135.117,3030.319674,N,11423.624454,E,1,05,8.435,-1.555,M,0,M,,
GNGGA,020136.000,3030.320487,N,11423.625203,E,1,06,4.318,-1.571,M,0,M,,
GNGGA,020137.000,3030.322114,N,11423.626605,E,1,06,4.318,-1.592,M,0,M,,
GNGGA,020138.000,3030.325452,N,11423.629745,E,1,08,3.547,-1.606,M,0,M,,
GNGGA,020139.000,3030.327680,N,11423.631360,E,1,08,3.546,-1.622,M,0,M,,
GNGGA,020140.000,3030.331926,N,11423.630952,E,1,07,3.748,-1.577,M,0,M,,
GNGGA,020141.000,3030.330890,N,11423.631040,E,1,08,2.539,-1.514,M,0,M,,
GNGGA,020219.824,3030.319879,N,11423.635977,E,1,07,2.989,-1.466,M,0,M,,
GNGGA,020220.574,3030.321052,N,11423.636745,E,1,08,1.763,-1.423,M,0,M,,
GNGGA,020221.324,3030.323185,N,11423.637797,E,1,09,1.221,-1.424,M,0,M,,
GNGGA,020222.074,3030.323678,N,11423.638238,E,1,09,1.221,-1.425,M,0,M,,
GNGGA,020223.000,3030.325113,N,11423.640804,E,1,09,1.220,-1.438,M,0,M,,
GNGGA,020224.000,3030.327285,N,11423.642575,E,1,09,1.220,-1.445,M,0,M,,
GNGGA,020225.000,3030.328632,N,11423.640282,E,1,09,1.220,-1.450,M,0,M,,
GNGGA,020226.000,3030.330423,N,11423.637997,E,1,09,1.220,-1.449,M,0,M,,
GNGGA,020227.000,3030.330943,N,11423.635837,E,1,10,1.089,-1.439,M,0,M,,
GNGGA,020228.000,3030.330713,N,11423.635840,E,1,10,1.089,-1.416,M,0,M,,
GNGGA,020300.429,3030.318267,N,11423.633524,E,1,05,6.149,-1.319,M,0,M,,
GNGGA,020301.179,3030.320232,N,11423.631132,E,1,06,5.427,-1.339,M,0,M,,
GNGGA,020302.000,3030.318845,N,11423.630318,E,1,06,5.427,-1.238,M,0,M,,
GNGGA,020303.000,3030.317590,N,11423.627817,E,1,06,5.426,-1.128,M,0,M,,
GNGGA,020304.000,3030.315810,N,11423.624212,E,1,07,3.678,-1.014,M,0,M,,
GNGGA,020305.000,3030.316163,N,11423.624316,E,1,08,2.510,-0.894,M,0,M,,
GNGGA,020306.000,3030.316582,N,11423.625569,E,1,08,2.510,-0.760,M,0,M,,
GNGGA,020307.000,3030.316801,N,11423.625445,E,1,08,2.510,-0.605,M,0,M,,
GNGGA,020308.000,3030.316742,N,11423.625331,E,1,09,2.415,-0.448,M,0,M,,
GNGGA,020309.000,3030.316789,N,11423.625569,E,1,09,2.415,-0.267,M,0,M,,
GNGGA,020342.857,3030.321583,N,11423.631894,E,1,06,5.417,-0.810,M,0,M,,
GNGGA,020343.607,3030.320779,N,11423.630385,E,1,06,5.417,-0.755,M,0,M,,
GNGGA,020344.357,3030.320745,N,11423.630031,E,1,06,5.417,-0.667,M,0,M,,
GNGGA,020345.107,3030.320787,N,11423.629855,E,1,06,5.417,-0.564,M,0,M,,
GNGGA,020346.000,3030.320855,N,11423.630385,E,1,07,2.958,-0.411,M,0,M,,
GNGGA,020347.000,3030.321313,N,11423.630896,E,1,07,2.957,-0.267,M,0,M,,
GNGGA,020348.000,3030.321511,N,11423.631461,E,1,07,2.957,-0.161,M,0,M,,
GNGGA,020349.000,3030.322534,N,11423.633132,E,1,07,2.957,-0.087,M,0,M,,
GNGGA,020350.000,3030.321702,N,11423.633128,E,1,07,2.956,-0.027,M,0,M,,
GNGGA,020351.000,3030.320776,N,11423.631613,E,1,07,2.956,0.022,M,0,M,,
GNGGA,020639.801,3030.321858,N,11423.616287,E,1,06,2.629,1.899,M,0,M,,
GNGGA,020640.551,3030.326134,N,11423.625322,E,1,06,2.628,2.764,M,0,M,,
GNGGA,020641.301,3030.325200,N,11423.624583,E,1,06,2.628,3.663,M,0,M,,
GNGGA,020642.051,3030.326287,N,11423.623983,E,1,06,2.628,4.447,M,0,M,,
GNGGA,020643.000,3030.326203,N,11423.624544,E,1,06,2.627,5.102,M,0,M,,
