11337,"135790246812345,2016-07-12 19:51:42"
11340,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,392) [1]:(28730,5000)"
11366,"135790246812345,2016-07-12 19:53:58"
11369,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,392) [1]:(28730,5000)"
11388,"135790246812345,2016-07-12 19:55:58"
11391,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,392) [1]:(28730,5000)"
11417,"135790246812345,2016-07-12 19:57:58"
11420,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,392) [1]:(28730,5000)"
11443,"135790246812345,2016-07-12 19:59:42"
11446,"[LBS moved] count:40967 cur:(28718,40969) [0]:(28718,392) [1]:(28730,5000)"
12565,"135790246812345,2016-07-12 20:22:05"
12569,"[LBS not moved] count:20241 cur:(28718,20241) [0]:(28718,40969) [1]:(28718,5000)"
14514,"135790246812345,2016-07-12 22:50:23"
14514,"135790246812345,2016-07-12 22:50:23"
14517,"[LBS moved] count:40969 cur:(28718,20241) [0]:(28718,5692) [1]:(28718,5000)"
14519,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14539,"135790246812345,2016-07-12 22:51:29"
14542,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14564,"135790246812345,2016-07-12 22:53:28"
14568,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14584,"135790246812345,2016-07-12 22:55:21"
14587,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14606,"135790246812345,2016-07-12 22:56:34"
14609,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14624,"135790246812345,2016-07-12 22:57:40"
14627,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14649,"135790246812345,2016-07-12 22:59:35"
14653,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14669,"135790246812345,2016-07-12 23:01:22"
14672,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14694,"135790246812345,2016-07-12 23:03:07"
14697,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14709,"135790246812345,2016-07-12 23:03:42"
14712,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14728,"135790246812345,2016-07-12 23:05:22"
14731,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14754,"135790246812345,2016-07-12 23:07:21"
14757,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14779,"135790246812345,2016-07-12 23:09:21"
14782,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14801,"135790246812345,2016-07-12 23:10:53"
14804,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14816,"135790246812345,2016-07-12 23:11:29"
14819,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14835,"135790246812345,2016-07-12 23:13:22"
14838,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14857,"135790246812345,2016-07-12 23:14:26"
14860,"[LBS not moved] count:40969 cur:(28718,40969) [0]:(28718,20241) [1]:(28718,5000)"
14875,"135790246812345,2016-07-12 23:15:32"
